student,neighbourhood,schooldist,hoodname,age,sex,smoking_at_home,smoking_parents,smoking_siblings,alcohol,cannabis,tobacco,money,romantic,wave,friend_1,friend_2,friend_3,friend_4,friend_5,friend_6,bestfriend,bfperiod,bfwave
s026,2,2.26,Neighbourhood B,13.5,girl,yes,yes,no,NA,1 none,1 none,8.5,no,t2,s007,s008,s017,s023,NA,NA,s007,from,t1
s026,2,2.26,Neighbourhood B,13.5,girl,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t3,s007,s008,s023,NA,NA,NA,s007,from,t1
s026,2,2.26,Neighbourhood B,13.5,girl,yes,yes,no,2 once or twice a year,1 none,1 none,7,yes,t1,s007,s008,s015,s017,s023,NA,s007,to,t2
s026,2,2.26,Neighbourhood B,13.5,girl,yes,yes,no,NA,1 none,1 none,8.5,no,t2,s007,s008,s017,s023,NA,NA,s007,to,t2
s026,2,2.26,Neighbourhood B,13.5,girl,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t3,s007,s008,s023,NA,NA,NA,s007,to,t2
s026,2,2.26,Neighbourhood B,13.5,girl,yes,yes,no,2 once or twice a year,1 none,1 none,7,yes,t1,s007,s008,s015,s017,s023,NA,s008,from,t1
s026,2,2.26,Neighbourhood B,13.5,girl,yes,yes,no,NA,1 none,1 none,8.5,no,t2,s007,s008,s017,s023,NA,NA,s008,from,t1
s026,2,2.26,Neighbourhood B,13.5,girl,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t3,s007,s008,s023,NA,NA,NA,s008,from,t1
s026,2,2.26,Neighbourhood B,13.5,girl,yes,yes,no,2 once or twice a year,1 none,1 none,7,yes,t1,s007,s008,s015,s017,s023,NA,s008,to,t2
s026,2,2.26,Neighbourhood B,13.5,girl,yes,yes,no,NA,1 none,1 none,8.5,no,t2,s007,s008,s017,s023,NA,NA,s008,to,t2
s026,2,2.26,Neighbourhood B,13.5,girl,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t3,s007,s008,s023,NA,NA,NA,s008,to,t2
s027,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,27,no,t1,s028,s034,s065,s093,NA,NA,s093,from,t2
s027,1,0.9,Neighbourhood A,13.1,girl,no,no,no,5 more than once a week,1 none,2 occasional,20,no,t2,s093,s001,s028,s033,NA,NA,s093,from,t2
s027,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,2 occasional,25,yes,t3,s093,s001,s028,s029,s033,s084,s093,from,t2
s027,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,27,no,t1,s028,s034,s065,s093,NA,NA,s093,to,t3
s027,1,0.9,Neighbourhood A,13.1,girl,no,no,no,5 more than once a week,1 none,2 occasional,20,no,t2,s093,s001,s028,s033,NA,NA,s093,to,t3
s027,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,2 occasional,25,yes,t3,s093,s001,s028,s029,s033,s084,s093,to,t3
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,3 regular,8,yes,t1,s003,s031,s034,s041,s065,NA,s052,from,t2
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,2 occasional,10,no,t2,s052,s087,s001,s027,s072,s157,s052,from,t2
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,1 none,40,no,t3,s001,s027,s033,s034,s063,s093,s052,from,t2
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,3 regular,8,yes,t1,s003,s031,s034,s041,s065,NA,s052,to,t2
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,2 occasional,10,no,t2,s052,s087,s001,s027,s072,s157,s052,to,t2
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,1 none,40,no,t3,s001,s027,s033,s034,s063,s093,s052,to,t2
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,3 regular,8,yes,t1,s003,s031,s034,s041,s065,NA,s087,from,t2
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,2 occasional,10,no,t2,s052,s087,s001,s027,s072,s157,s087,from,t2
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,1 none,40,no,t3,s001,s027,s033,s034,s063,s093,s087,from,t2
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,3 regular,8,yes,t1,s003,s031,s034,s041,s065,NA,s087,to,t2
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,2 occasional,10,no,t2,s052,s087,s001,s027,s072,s157,s087,to,t2
s028,1,0.9,Neighbourhood A,13.5,girl,yes,yes,no,5 more than once a week,2 tried once,1 none,40,no,t3,s001,s027,s033,s034,s063,s093,s087,to,t2
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,20,no,t1,s016,s126,s131,s120,NA,NA,s016,from,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,2 occasional,25,yes,t2,s034,s126,s072,s131,NA,NA,s016,from,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,30,yes,t3,s034,s093,NA,NA,NA,NA,s016,from,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,20,no,t1,s016,s126,s131,s120,NA,NA,s016,to,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,2 occasional,25,yes,t2,s034,s126,s072,s131,NA,NA,s016,to,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,30,yes,t3,s034,s093,NA,NA,NA,NA,s016,to,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,20,no,t1,s016,s126,s131,s120,NA,NA,s034,from,t2
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,2 occasional,25,yes,t2,s034,s126,s072,s131,NA,NA,s034,from,t2
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,30,yes,t3,s034,s093,NA,NA,NA,NA,s034,from,t2
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,20,no,t1,s016,s126,s131,s120,NA,NA,s034,to,t3
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,2 occasional,25,yes,t2,s034,s126,s072,s131,NA,NA,s034,to,t3
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,30,yes,t3,s034,s093,NA,NA,NA,NA,s034,to,t3
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,20,no,t1,s016,s126,s131,s120,NA,NA,s126,from,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,2 occasional,25,yes,t2,s034,s126,s072,s131,NA,NA,s126,from,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,30,yes,t3,s034,s093,NA,NA,NA,NA,s126,from,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,20,no,t1,s016,s126,s131,s120,NA,NA,s126,to,t2
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,2 occasional,25,yes,t2,s034,s126,s072,s131,NA,NA,s126,to,t2
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,30,yes,t3,s034,s093,NA,NA,NA,NA,s126,to,t2
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,20,no,t1,s016,s126,s131,s120,NA,NA,s131,from,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,2 occasional,25,yes,t2,s034,s126,s072,s131,NA,NA,s131,from,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,30,yes,t3,s034,s093,NA,NA,NA,NA,s131,from,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,20,no,t1,s016,s126,s131,s120,NA,NA,s131,to,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,2 occasional,25,yes,t2,s034,s126,s072,s131,NA,NA,s131,to,t1
s029,3,3.69,Neighbourhood C,13.6,girl,yes,yes,yes,5 more than once a week,3 occasional,3 regular,30,yes,t3,s034,s093,NA,NA,NA,NA,s131,to,t1
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,1 none,1 none,1 none,10,yes,t1,s030,s027,s028,s041,s122,NA,s030,from,t1
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,2 once or twice a year,1 none,2 occasional,3,no,t2,s155,s045,NA,NA,NA,NA,s030,from,t1
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,NA,NA,NA,-1,NA,t3,NA,NA,NA,NA,NA,NA,s030,from,t1
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,1 none,1 none,1 none,10,yes,t1,s030,s027,s028,s041,s122,NA,s030,to,t1
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,2 once or twice a year,1 none,2 occasional,3,no,t2,s155,s045,NA,NA,NA,NA,s030,to,t1
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,NA,NA,NA,-1,NA,t3,NA,NA,NA,NA,NA,NA,s030,to,t1
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,1 none,1 none,1 none,10,yes,t1,s030,s027,s028,s041,s122,NA,s155,from,t2
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,2 once or twice a year,1 none,2 occasional,3,no,t2,s155,s045,NA,NA,NA,NA,s155,from,t2
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,NA,NA,NA,-1,NA,t3,NA,NA,NA,NA,NA,NA,s155,from,t2
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,1 none,1 none,1 none,10,yes,t1,s030,s027,s028,s041,s122,NA,s155,to,t2
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,2 once or twice a year,1 none,2 occasional,3,no,t2,s155,s045,NA,NA,NA,NA,s155,to,t2
s031,1,0.9,Neighbourhood A,13.7,girl,no,no,no,NA,NA,NA,-1,NA,t3,NA,NA,NA,NA,NA,NA,s155,to,t2
s033,1,0.9,Neighbourhood A,13.5,girl,no,no,no,3 once a month,1 none,1 none,6,no,t1,s001,s027,s028,s145,NA,NA,s001,from,t1
s033,1,0.9,Neighbourhood A,13.5,girl,no,no,no,4 once a week,1 none,2 occasional,5,no,t2,s001,s027,s028,NA,NA,NA,s001,from,t1
s033,1,0.9,Neighbourhood A,13.5,girl,no,no,no,3 once a month,1 none,3 regular,10,no,t3,s001,s027,s028,s093,NA,NA,s001,from,t1
s033,1,0.9,Neighbourhood A,13.5,girl,no,no,no,3 once a month,1 none,1 none,6,no,t1,s001,s027,s028,s145,NA,NA,s001,to,t3
s033,1,0.9,Neighbourhood A,13.5,girl,no,no,no,4 once a week,1 none,2 occasional,5,no,t2,s001,s027,s028,NA,NA,NA,s001,to,t3
s033,1,0.9,Neighbourhood A,13.5,girl,no,no,no,3 once a month,1 none,3 regular,10,no,t3,s001,s027,s028,s093,NA,NA,s001,to,t3
s034,3,3.69,Neighbourhood C,13.6,girl,yes,yes,no,4 once a week,1 none,2 occasional,16,no,t1,s027,s028,s031,s041,s065,NA,s029,from,t3
s034,3,3.69,Neighbourhood C,13.6,girl,yes,yes,no,4 once a week,2 tried once,2 occasional,25,no,t2,s107,NA,NA,NA,NA,NA,s029,from,t3
s034,3,3.69,Neighbourhood C,13.6,girl,yes,yes,no,5 more than once a week,3 occasional,3 regular,25,no,t3,s029,s086,s093,s107,NA,NA,s029,from,t3
s034,3,3.69,Neighbourhood C,13.6,girl,yes,yes,no,4 once a week,1 none,2 occasional,16,no,t1,s027,s028,s031,s041,s065,NA,s029,to,t3
s034,3,3.69,Neighbourhood C,13.6,girl,yes,yes,no,4 once a week,2 tried once,2 occasional,25,no,t2,s107,NA,NA,NA,NA,NA,s029,to,t3
s034,3,3.69,Neighbourhood C,13.6,girl,yes,yes,no,5 more than once a week,3 occasional,3 regular,25,no,t3,s029,s086,s093,s107,NA,NA,s029,to,t3
s035,1,0.9,Neighbourhood A,13.2,boy,no,no,no,2 once or twice a year,2 tried once,1 none,10,no,t1,s149,s036,s044,s051,s150,s151,s149,from,t1
s035,1,0.9,Neighbourhood A,13.2,boy,no,no,no,3 once a month,2 tried once,1 none,10,no,t2,s005,s051,s101,s114,s149,NA,s149,from,t1
s035,1,0.9,Neighbourhood A,13.2,boy,no,no,no,2 once or twice a year,2 tried once,1 none,6,no,t3,s005,s051,s076,s101,s149,NA,s149,from,t1
s035,1,0.9,Neighbourhood A,13.2,boy,no,no,no,2 once or twice a year,2 tried once,1 none,10,no,t1,s149,s036,s044,s051,s150,s151,s149,to,t1
s035,1,0.9,Neighbourhood A,13.2,boy,no,no,no,3 once a month,2 tried once,1 none,10,no,t2,s005,s051,s101,s114,s149,NA,s149,to,t1
s035,1,0.9,Neighbourhood A,13.2,boy,no,no,no,2 once or twice a year,2 tried once,1 none,6,no,t3,s005,s051,s076,s101,s149,NA,s149,to,t1
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,NA,1 none,1 none,7,no,t1,s002,s038,s148,NA,NA,NA,s002,from,t1
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,2 once or twice a year,1 none,1 none,17,no,t2,s002,s038,s148,s116,s120,NA,s002,from,t1
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,3 once a month,1 none,1 none,22.5,no,t3,s002,s036,s038,s120,s148,NA,s002,from,t1
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,NA,1 none,1 none,7,no,t1,s002,s038,s148,NA,NA,NA,s002,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,2 once or twice a year,1 none,1 none,17,no,t2,s002,s038,s148,s116,s120,NA,s002,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,3 once a month,1 none,1 none,22.5,no,t3,s002,s036,s038,s120,s148,NA,s002,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,NA,1 none,1 none,7,no,t1,s002,s038,s148,NA,NA,NA,s036,from,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,2 once or twice a year,1 none,1 none,17,no,t2,s002,s038,s148,s116,s120,NA,s036,from,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,3 once a month,1 none,1 none,22.5,no,t3,s002,s036,s038,s120,s148,NA,s036,from,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,NA,1 none,1 none,7,no,t1,s002,s038,s148,NA,NA,NA,s036,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,2 once or twice a year,1 none,1 none,17,no,t2,s002,s038,s148,s116,s120,NA,s036,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,3 once a month,1 none,1 none,22.5,no,t3,s002,s036,s038,s120,s148,NA,s036,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,NA,1 none,1 none,7,no,t1,s002,s038,s148,NA,NA,NA,s038,from,t1
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,2 once or twice a year,1 none,1 none,17,no,t2,s002,s038,s148,s116,s120,NA,s038,from,t1
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,3 once a month,1 none,1 none,22.5,no,t3,s002,s036,s038,s120,s148,NA,s038,from,t1
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,NA,1 none,1 none,7,no,t1,s002,s038,s148,NA,NA,NA,s038,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,2 once or twice a year,1 none,1 none,17,no,t2,s002,s038,s148,s116,s120,NA,s038,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,3 once a month,1 none,1 none,22.5,no,t3,s002,s036,s038,s120,s148,NA,s038,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,NA,1 none,1 none,7,no,t1,s002,s038,s148,NA,NA,NA,s120,from,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,2 once or twice a year,1 none,1 none,17,no,t2,s002,s038,s148,s116,s120,NA,s120,from,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,3 once a month,1 none,1 none,22.5,no,t3,s002,s036,s038,s120,s148,NA,s120,from,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,NA,1 none,1 none,7,no,t1,s002,s038,s148,NA,NA,NA,s120,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,2 once or twice a year,1 none,1 none,17,no,t2,s002,s038,s148,s116,s120,NA,s120,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,3 once a month,1 none,1 none,22.5,no,t3,s002,s036,s038,s120,s148,NA,s120,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,NA,1 none,1 none,7,no,t1,s002,s038,s148,NA,NA,NA,s148,from,t1
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,2 once or twice a year,1 none,1 none,17,no,t2,s002,s038,s148,s116,s120,NA,s148,from,t1
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,3 once a month,1 none,1 none,22.5,no,t3,s002,s036,s038,s120,s148,NA,s148,from,t1
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,NA,1 none,1 none,7,no,t1,s002,s038,s148,NA,NA,NA,s148,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,2 once or twice a year,1 none,1 none,17,no,t2,s002,s038,s148,s116,s120,NA,s148,to,t3
s037,1,0.9,Neighbourhood A,13.8,boy,no,no,no,3 once a month,1 none,1 none,22.5,no,t3,s002,s036,s038,s120,s148,NA,s148,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s008,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s008,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s008,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s008,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s008,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s008,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s012,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s012,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s012,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s012,to,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s012,to,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s012,to,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s015,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s015,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s015,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s015,to,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s015,to,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s015,to,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s089,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s089,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s089,from,t1
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s089,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s089,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s089,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s127,from,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s127,from,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s127,from,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s127,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s127,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s127,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s139,from,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s139,from,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s139,from,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,NA,1 none,1 none,2.5,no,t1,s008,s012,s015,s089,s004,s037,s139,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,2.5,no,t2,s008,s089,s004,s015,s118,s127,s139,to,t3
s039,1,0.9,Neighbourhood A,13.7,boy,no,no,no,2 once or twice a year,1 none,1 none,7.5,no,t3,s008,s089,s127,s139,s004,NA,s139,to,t3
s040,2,2.26,Neighbourhood B,13.7,girl,yes,yes,no,3 once a month,1 none,1 none,3,no,t1,s143,s041,s147,NA,NA,NA,s143,from,t1
s040,2,2.26,Neighbourhood B,13.7,girl,yes,yes,no,3 once a month,1 none,1 none,3,no,t2,s041,s143,s147,NA,NA,NA,s143,from,t1
s040,2,2.26,Neighbourhood B,13.7,girl,yes,yes,no,NA,NA,NA,-1,NA,t3,NA,NA,NA,NA,NA,NA,s143,from,t1
s040,2,2.26,Neighbourhood B,13.7,girl,yes,yes,no,3 once a month,1 none,1 none,3,no,t1,s143,s041,s147,NA,NA,NA,s143,to,t1
s040,2,2.26,Neighbourhood B,13.7,girl,yes,yes,no,3 once a month,1 none,1 none,3,no,t2,s041,s143,s147,NA,NA,NA,s143,to,t1
s040,2,2.26,Neighbourhood B,13.7,girl,yes,yes,no,NA,NA,NA,-1,NA,t3,NA,NA,NA,NA,NA,NA,s143,to,t1
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,4 once a week,2 tried once,2 occasional,7.5,yes,t1,s028,s034,s040,s065,NA,NA,s028,from,t1
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,5 more than once a week,3 occasional,3 regular,7.5,yes,t2,s072,s034,s126,NA,NA,NA,s028,from,t1
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,4 once a week,2 tried once,3 regular,10.5,yes,t3,s072,s126,s131,NA,NA,NA,s028,from,t1
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,4 once a week,2 tried once,2 occasional,7.5,yes,t1,s028,s034,s040,s065,NA,NA,s028,to,t1
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,5 more than once a week,3 occasional,3 regular,7.5,yes,t2,s072,s034,s126,NA,NA,NA,s028,to,t1
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,4 once a week,2 tried once,3 regular,10.5,yes,t3,s072,s126,s131,NA,NA,NA,s028,to,t1
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,4 once a week,2 tried once,2 occasional,7.5,yes,t1,s028,s034,s040,s065,NA,NA,s072,from,t2
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,5 more than once a week,3 occasional,3 regular,7.5,yes,t2,s072,s034,s126,NA,NA,NA,s072,from,t2
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,4 once a week,2 tried once,3 regular,10.5,yes,t3,s072,s126,s131,NA,NA,NA,s072,from,t2
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,4 once a week,2 tried once,2 occasional,7.5,yes,t1,s028,s034,s040,s065,NA,NA,s072,to,t3
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,5 more than once a week,3 occasional,3 regular,7.5,yes,t2,s072,s034,s126,NA,NA,NA,s072,to,t3
s041,3,3.69,Neighbourhood C,13,girl,yes,yes,no,4 once a week,2 tried once,3 regular,10.5,yes,t3,s072,s126,s131,NA,NA,NA,s072,to,t3
s043,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,2 once or twice a year,1 none,1 none,2,no,t1,s046,s052,s056,s059,s065,s066,s012,from,t2
s043,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,4 once a week,1 none,2 occasional,8,yes,t2,s012,s011,s015,s059,s066,s089,s012,from,t2
